Lux
158.0175018
163.0125122
173.0025024
180.0225067
180.967514
181.980011
201.0150146
202.0275116
214.9875031
218.0250092
222.0075073
230.9850159
231.9975128
252.9900055
254.0025177
258.9974976
260.0100098
267.0299988
277.0200195
337.9725037
364.9725037
472.9725037
520.0200195
521.9775391
596.0250244
628.0200195
666.022522
832.0050049
942.0300293
1145.002563
1162.012573
1381.994995
1751.017578
1795.972534
1800.967529
1806.030029
1809.000122
1876.027588
1932.997559
1984.027588
2038.972534
2040.997559
2043.022583
2049.030029
2060.977539
2099.992676
2112.007568
2112.007568
2123.01001
2222.032471
2226.015137
2234.992676
2276.032471
2285.01001
2317.005127
2330.977539
2369.992676
2385.98999
2449.97998
2454.030029
2465.977539
2465.977539
2480.017578
2486.025146
2571.007568
2654.032715
2670.030029
2692.980225
2735.032715
2756.025146
2762.032715
2772.967529
2837.025146
2868.007568
2880.967529
2923.02002
2981.002686
3046.005127
3053.025146
3059.032715
3102.030029
3102.975098
3103.987549
3112.02002
3113.977539
3114.990234
3116.002686
3117.015137
3117.015137
3118.972656
3119.985107
3120.997559
3120.997559
3122.01001
3123.967529
3124.980225
3124.980225
3124.980225
3125.992676
3127.005127
3127.005127
3127.005127
3127.005127
3128.017578
3128.017578
3129.030029
3129.975098
3130.987549
3132.000244
3134.025146
3134.025146
3134.025146
3134.970215
3135.982666
3138.007568
3139.02002
3156.030029
3161.970215
3195.990234
3221.977539
3248.032715
3264.975098
3292.987549
3329.032715
3330.990234
3338.010254
3362.985107
3392.010254
3424.005127
3430.012695
3454.987549
3458.970215
3469.027588
3469.972656
3484.012695
3484.012695
3498.997559
3510.000244
3524.985107
3528.022705
3538.012695
3550.972656
3586.005127
3591.000244
3593.025146
3597.007568
3604.027588
3609.967529
3609.967529
3656.002686
3659.985107
3660.997559
3664.980225
3675.982666
3685.972656
3718.980225
3722.017578
3723.030029
3728.970215
3730.995117
3734.032715
3735.990234
3739.972656
3755.025146
3760.020264
3765.015137
3767.985107
3783.982666
3797.010254
3798.022705
3803.017578
3810.982666
3814.020264
3820.972656
3821.985107
3821.985107
3829.005127
3831.030273
3836.025146
3845.002686
3847.972656
3852.022705
3852.967773
3858.975098
3858.975098
3859.987549
3861.000244
3861.000244
3863.025146
3867.007568
3869.032715
3869.977539
3869.977539
3869.977539
3873.015137
3874.972656
3879.967773
3881.992676
3881.992676
3884.017578
3885.030273
