Zeit
0.0
0.105144843
0.385140885
0.705145364
0.865178332
1.025143957
1.345139322
1.50538802
1.665128593
1.825153437
1.98514401
2.145148228
2.305142447
2.46512578
2.62511026
2.785147082
2.945145624
3.105165364
3.265160885
3.425143541
3.58553276
3.745151718
3.905153957
4.06514401
4.225142968
4.385139895
4.545129791
4.705110676
4.865155468
5.025152082
5.185152291
5.345153905
5.505139895
5.665199635
5.825152864
5.985147655
6.145138801
6.305152655
6.465145103
6.625127447
6.785125103
6.945144999
7.105147916
7.265146353
7.425147655
7.585126822
7.745279374
7.905148176
8.065170155
8.225143957
8.385145312
8.545154166
8.705126353
8.865136249
9.025147916
9.34514427
9.505145624
9.665124739
9.825126041
9.985128593
10.14514776
10.30513937
10.46514005
10.62514927
10.78519568
10.94512906
11.10514693
11.26514422
11.42515828
11.5851474
11.74512552
11.90511828
12.06515073
12.22514479
12.38514219
12.54514865
12.70514375
12.86527464
13.02512797
13.18514792
13.34515026
13.50514005
13.66514479
13.82512854
13.98511089
14.14512776
14.30514448
14.46514448
14.62515156
14.78515646
14.94534281
15.10512823
15.26514432
15.42514484
15.58514375
15.74514094
15.90512578
16.06511073
16.22515219
16.38514766
16.54514422
16.70515
16.8651451
17.02541474
17.18512854
17.34514031
17.50513995
17.66516042
17.82514583
17.98512594
18.14511036
18.30514792
18.46515219
18.6251438
18.78513995
18.94514401
19.10542432
19.26512828
19.42515323
19.58514562
19.74514219
19.90514557
20.06512651
20.22511708
20.38514375
20.54514219
20.70515682
20.86517156
21.02514745
21.18553109
21.34514614
21.50515109
21.66515427
21.82516661
21.98514016
22.14513583
22.30514125
22.46514198
22.62515703
22.7851487
22.9451675
23.10515729
23.26512036
23.4251526
23.58514557
23.74514578
23.90514646
24.0651401
24.22512875
24.38512755
24.54514484
24.70515766
24.86514448
25.0251438
25.18512958
25.34511812
25.50515286
25.66515083
25.82514948
25.98515552
26.14512682
26.3051301
26.46515667
26.6251487
26.78514375
26.94515266
27.10514844
27.2651276
27.42511792
27.58515661
27.74519714
27.90514698
28.06514922
28.2251451
28.38519411
28.54512802
28.7051425
28.86514432
29.02514771
29.185155
29.34512687
29.50511026
29.66514849
29.82514505
29.98514349
30.1451388
30.30514354
30.46512547
30.62512859
30.78514641
30.9451449
31.10515208
31.4251289
31.58511104
31.74514917
31.90515312
32.06516927
32.22516698
32.38514667
32.54543307
32.70512807
