Lux
472.9725037
3053.025146
3113.977539
3124.980225
3127.005127
3123.967529
3116.002686
3124.980225
3127.005127
3128.017578
3124.980225
3120.997559
3117.015137
3127.005127
3129.975098
3129.030029
3128.017578
3122.01001
3118.972656
3130.987549
3134.025146
3135.982666
3134.025146
3120.997559
3125.992676
3134.025146
3134.970215
3139.02002
3138.007568
3127.005127
3132.000244
3119.985107
3114.990234
3112.02002
3103.987549
3102.030029
3117.015137
3156.030029
3195.990234
3248.032715
3292.987549
3330.990234
3329.032715
3338.010254
3362.985107
3392.010254
3424.005127
3454.987549
3458.970215
3524.985107
3685.972656
3760.020264
3821.985107
3873.015137
3881.992676
3879.967773
3869.977539
3847.972656
3820.972656
3814.020264
3803.017578
3798.022705
3810.982666
3836.025146
3874.972656
3881.992676
3869.977539
3858.975098
3852.967773
3861.000244
3884.017578
3861.000244
3858.975098
3885.030273
3821.985107
3767.985107
3718.980225
3664.980225
3675.982666
3728.970215
3735.990234
3765.015137
3797.010254
3829.005127
3852.022705
3863.025146
3869.977539
3867.007568
3859.987549
3869.032715
3845.002686
3831.030273
3783.982666
3730.995117
3734.032715
3739.972656
3723.030029
3755.025146
3722.017578
3660.997559
3586.005127
3550.972656
3469.027588
3484.012695
3591.000244
3656.002686
3604.027588
3597.007568
3609.967529
3593.025146
3510.000244
3659.985107
3609.967529
3538.012695
3528.022705
3498.997559
3484.012695
3469.972656
3430.012695
2837.025146
2465.977539
2385.98999
2454.030029
2670.030029
2449.97998
2060.977539
1806.030029
1809.000122
1800.967529
2480.017578
2486.025146
2772.967529
3264.975098
3221.977539
3161.970215
3102.975098
3059.032715
3046.005127
2981.002686
2762.032715
2692.980225
2735.032715
2923.02002
2868.007568
2756.025146
2234.992676
2112.007568
2049.030029
1876.027588
1795.972534
2043.022583
2038.972534
1751.017578
942.0300293
666.022522
521.9775391
520.0200195
628.0200195
1932.997559
1984.027588
2112.007568
2123.01001
2317.005127
2226.015137
2222.032471
2571.007568
2465.977539
2654.032715
2369.992676
2276.032471
2285.01001
1162.012573
1145.002563
258.9974976
222.0075073
201.0150146
252.9900055
254.0025177
231.9975128
267.0299988
832.0050049
2099.992676
364.9725037
260.0100098
218.0250092
181.980011
214.9875031
337.9725037
230.9850159
277.0200195
1381.994995
2880.967529
2330.977539
2040.997559
596.0250244
173.0025024
202.0275116
163.0125122
180.0225067
180.967514
158.0175018
